transaction_id,user_id,amount
11533,125,77.5
127142,125,285.58
8710,126,497.39
25799,126,12.32
40075,126,82.12
21154,127,374.3
157150,127,193.22
199409,127,252.11
9709,128,16.9
26121,128,226.43
56379,128,11.76
45273,129,60.03
83068,129,146.99
191231,129,358.23
57975,130,408.81
81261,131,113.6
21111,132,372.73
94671,132,298.09
122107,132,331.68
118710,133,67.28
198264,133,46.42
198571,133,173.07
145678,134,448.62
160892,135,377.3
125773,136,470.62
121393,137,59.02
187246,137,291.36
194996,137,469.78
6011,138,187.86
125464,138,120.66
16147,139,185.99
95457,141,459.05
45518,142,212.75
45806,143,480.2
87588,143,467.52
197306,143,202.59
35520,146,183.21
165631,146,159.05
182563,146,54.39
41714,148,205.83
126380,148,127.78
150937,148,326.08
175449,148,111.05
88610,149,416.18
71443,150,244.52
131341,150,463.44
167098,150,485.81
2372,151,98.76
138113,151,110.33
74612,152,97.88
97210,153,203.87
127749,153,430.56
70897,154,306.26
19477,157,196.88
21277,157,251.46
50506,157,196.52
130236,158,415.32
24392,159,440.17
188017,162,117.39
39849,163,420.03
44435,163,360.29
121996,163,369.23
32283,164,178.75
149206,164,470.47
174515,164,281.61
177144,165,239.75
107555,166,178.59
111924,166,271.83
6077,167,270.52
77295,167,485.25
186925,167,472.4
36722,169,498.26
28305,170,166.86
91938,170,387.17
132695,170,456.72
24293,171,465.54
70985,171,210.07
149639,171,129.45
20986,172,171.62
31121,172,361.31
56689,172,18.02
75826,172,98.96
13155,173,85.87
103244,173,189.73
157690,174,42.9
161019,174,7.57
98464,175,381.83
169802,175,224.48
57472,176,162.14
81238,176,97.45
13793,177,283.57
185288,177,35.59
80729,179,112.11
112368,179,172.11
133555,179,58.14
123991,180,468.16
33557,181,273.67
107951,181,496.29
116609,182,264.73
122198,182,73.16
29604,183,203.46
139161,183,164.78
158081,184,411.19
191573,184,204.4
133840,185,382.52
182203,185,208.41
40750,187,53.67
47180,188,140.64
27686,189,304.0
41198,189,127.06
93442,190,418.63
106848,190,437.14
129663,190,95.72
80083,191,174.11
149154,192,219.72
27574,193,412.46
64525,193,462.77
120883,193,276.13
154635,193,362.75
72964,194,277.3
329,195,495.46
112793,195,469.24
118274,195,243.16
149064,195,228.21
151208,195,439.82
195833,195,413.95
44724,196,361.73
75356,196,471.69
94503,196,119.51
185377,196,335.98
104438,197,289.52
124371,197,120.27
176936,197,166.13
48007,198,76.25
81375,198,81.97
173491,199,340.83
6508,200,296.87
196086,200,17.39
52918,201,106.62
98889,202,230.62
155888,202,146.1
50153,203,189.03
112041,203,323.85
182194,203,439.31
32693,204,6.51
57449,204,434.16
140714,206,440.75
143219,207,389.69
191060,207,143.4
22178,208,394.6
195274,208,203.76
189227,209,116.39
158764,211,52.38
175640,211,424.48
47238,212,452.08
165681,212,371.25
59256,213,481.34
115235,213,108.52
80871,214,195.83
103332,214,92.98
157061,214,74.2
108394,215,308.16
172055,215,303.64
31572,216,128.19
72221,216,412.06
95508,216,384.67
127529,216,206.07
158522,216,196.51
96647,217,450.0
30158,218,201.86
106256,218,340.23
121581,221,219.28
83300,222,478.65
188933,223,115.78
129303,224,136.64
146305,224,170.57
10140,225,8.6
89623,225,347.08
94804,225,377.84
108988,225,211.54
110839,225,329.7
52720,226,499.56
100559,226,480.97
188319,226,52.87
157236,227,126.11
168754,227,343.55
19859,228,129.8
16725,229,442.1
65185,229,194.22
71705,229,148.07
194816,229,483.11
31194,230,82.33
102025,230,231.72
80536,231,195.58
135026,231,49.13
163667,231,76.82
1138,233,134.69
44977,233,55.74
60618,234,295.26
129387,234,331.1
9458,235,104.65
29387,235,215.67
68433,235,330.66
147319,236,8.94
20245,237,213.41
125127,237,224.11
31695,238,487.27
106026,238,302.94
144027,239,73.17
152038,239,19.01
189088,240,94.12
179528,241,420.86
1702,242,121.54
67540,242,76.3
110083,242,293.65
179559,242,28.02
58140,244,170.58
12210,245,404.76
106807,245,68.73
22587,246,161.28
63952,247,153.05
143645,247,303.26
168325,247,210.12
192117,247,220.86
198561,247,104.67
147297,248,118.34
30582,249,104.86
153876,250,122.59
179970,250,482.08
153075,251,451.49
159150,251,387.93
59254,252,306.67
191042,253,423.58
133132,254,102.01
105959,256,398.15
124332,256,277.4
146667,256,432.32
36550,257,144.86
135194,257,144.81
72359,258,149.37
72372,258,414.51
176215,258,220.98
163860,260,465.36
139018,261,41.73
154537,261,6.55
50256,262,236.61
108297,262,219.61
6180,263,304.66
32951,263,301.66
131419,263,167.64
149683,263,411.13
158642,263,74.87
23420,264,153.32
90607,264,73.23
116599,265,176.6
94937,266,123.57
126229,266,119.15
52434,267,157.62
63555,267,198.14
82566,267,56.65
145421,267,18.4
36919,268,411.64
89601,269,343.23
137721,269,147.41
85212,270,306.75
72375,271,28.94
124655,271,23.52
32297,272,198.87
30565,273,211.48
70425,273,230.41
155334,273,488.81
175626,273,324.02
147773,274,303.88
18967,276,202.59
29483,276,56.1
125504,276,302.7
183118,276,353.46
94483,277,260.75
155111,277,396.97
81329,279,68.74
132770,279,92.52
149400,279,317.06
190693,279,5.94
169256,280,142.95
121686,281,340.55
127152,281,257.89
145539,281,141.59
93030,282,208.02
148172,283,424.5
64676,284,385.84
104437,284,173.32
128645,284,376.73
143304,284,155.23
23308,285,215.23
94629,285,135.05
162222,288,312.23
18340,289,21.4
172012,289,285.12
53768,290,308.52
18636,291,121.9
24368,291,61.6
32891,291,366.64
14011,292,107.15
99642,293,186.91
169798,293,329.78
23099,294,117.3
76124,295,187.41
162260,295,181.64
38451,296,263.88
98940,296,164.83
43561,297,344.32
193358,297,246.32
121954,298,487.68
134388,299,387.65
139654,299,369.09
163210,299,126.57
23338,300,228.48
120749,300,215.99
11355,301,309.72
188383,302,304.05
84405,303,297.37
135367,304,93.75
169092,304,388.35
32716,305,414.56
43920,305,405.64
71090,307,287.5
93527,307,370.15
140319,307,351.11
79176,308,210.94
134647,308,384.52
15831,309,243.6
83230,309,40.4
26582,310,138.94
37789,310,155.58
84682,310,274.24
114018,310,164.59
149057,310,282.89
166906,310,213.74
97927,311,414.76
66498,312,353.86
135383,312,339.24
138890,312,33.69
165643,312,39.26
29323,315,25.63
75647,315,273.43
1528,316,52.0
6434,316,482.08
35132,316,66.92
162138,316,79.41
15174,317,83.36
31763,318,437.2
41832,318,35.46
77769,318,467.46
97392,318,288.58
97590,318,414.81
131586,318,404.9
50529,319,445.35
145086,319,107.94
52095,320,250.77
188475,320,78.56
87823,321,239.36
146383,321,52.17
158798,321,490.29
165825,321,139.65
142877,322,40.01
154731,322,139.0
182658,322,359.73
16970,323,433.07
23933,323,92.59
115633,324,446.84
153524,324,143.63
154444,324,74.8
152234,325,356.7
12932,326,296.54
21283,326,33.19
44278,326,194.24
118615,326,319.51
118982,326,464.13
128022,326,451.92
186783,327,34.53
151859,328,443.54
166442,328,131.3
154048,331,429.7
166718,331,363.11
5170,332,211.12
173722,332,157.27
90587,333,431.87
116769,334,378.54
23311,335,65.84
58572,335,173.71
148382,335,274.7
151043,335,387.78
115559,336,37.39
154180,336,259.17
88954,337,151.64
196102,337,489.49
39684,338,21.57
62714,339,341.55
21786,340,33.84
44369,340,79.95
136645,340,226.9
176627,342,300.79
125635,343,175.36
132678,343,286.04
199833,344,383.44
129615,345,139.49
195207,345,279.85
28254,346,497.25
174839,346,227.28
107797,348,90.85
179053,348,117.93
55890,351,291.68
113136,351,210.01
128266,351,285.48
103960,352,8.83
168480,353,390.08
73270,354,221.18
88362,354,477.84
98790,354,455.37
19617,355,364.04
97951,355,495.55
117905,355,492.49
53114,357,191.78
79716,358,300.36
143719,358,339.51
168823,358,294.52
21756,359,19.18
113671,359,447.91
22158,360,424.53
130754,360,92.01
168039,360,387.16
199601,360,88.15
118544,361,440.89
132874,361,344.73
42547,363,110.02
1354,364,286.67
60342,364,159.43
160509,364,215.82
74840,365,440.36
78073,365,273.28
49756,366,41.36
100912,366,113.38
19576,367,15.58
62338,367,383.29
65259,368,312.62
138209,368,40.67
172479,368,94.14
139594,369,271.56
143623,369,391.14
190074,369,114.71
26470,370,50.3
30588,370,399.52
126362,370,38.33
132224,370,483.23
180150,370,447.51
20334,371,235.63
59305,371,351.11
64257,371,485.77
41774,372,238.47
158054,372,266.6
143699,373,403.87
168904,373,390.56
71362,374,156.08
73894,374,356.53
173053,374,382.76
195644,374,235.4
29636,375,88.69
19664,376,303.23
22834,376,314.27
162742,376,332.11
169991,376,114.13
20114,377,443.58
66142,377,141.5
143260,378,332.45
57788,379,242.09
113829,379,494.04
110742,380,393.79
73402,381,124.46
770,382,200.62
186005,382,494.41
102950,383,194.86
106495,383,180.17
107575,384,446.08
135278,384,68.61
9526,385,324.3
181940,385,307.67
46343,386,162.37
107765,387,189.25
198559,387,423.45
124771,388,202.67
157105,388,396.76
13042,390,275.11
67934,390,447.38
119339,390,166.62
155006,390,126.23
168936,390,361.06
28454,393,337.9
79220,393,411.54
84706,393,352.89
24622,394,7.42
78867,394,154.17
55299,395,135.52
197464,395,364.17
4679,396,154.35
139889,396,37.91
141955,396,17.87
189318,396,80.65
87185,397,489.78
38711,398,376.63
6885,399,203.58
29515,399,173.69
185773,399,363.99
81940,400,22.03
171029,400,315.84
39460,402,446.63
60212,404,83.15
69324,404,69.81
129661,404,263.53
186817,404,200.03
48075,405,254.89
48747,405,414.02
18222,406,155.92
23746,406,406.77
117205,406,211.28
27648,407,398.55
113381,407,273.83
185088,407,42.09
14699,408,55.63
148703,408,212.66
2021,409,103.4
58862,410,318.21
101990,410,320.62
83317,411,318.21
88989,411,263.78
31079,413,250.99
51671,413,130.45
133590,413,161.54
44284,415,256.46
64262,415,356.21
21612,416,69.19
35487,416,348.73
80722,416,115.63
96201,416,307.53
114905,416,147.19
29606,417,287.54
167044,417,389.47
42887,418,314.67
141124,418,345.37
144044,418,349.25
28221,419,178.58
181245,419,312.11
75389,420,443.11
72583,421,95.56
76755,421,415.58
164752,421,433.94
82448,422,473.73
145149,422,148.55
58369,423,136.07
82183,423,342.97
130117,425,37.94
137328,425,41.59
159470,425,80.81
187933,425,197.52
148788,426,455.32
33720,427,277.13
89549,427,33.5
134591,428,396.67
141856,428,39.34
183696,430,292.35
67933,431,418.57
96341,431,97.67
181671,431,175.2
76311,432,499.03
163637,432,349.53
125420,433,360.98
46023,435,248.1
55159,435,172.34
86922,435,367.87
130729,435,379.54
183419,435,24.64
80091,436,205.02
93252,437,265.54
21300,438,25.15
102863,438,242.24
149499,438,73.45
82117,439,92.0
179557,439,351.29
57438,440,442.11
98513,440,51.62
88553,441,400.4
179442,441,178.26
198574,441,94.14
2207,442,209.1
38876,442,251.18
30438,445,341.61
61849,445,450.27
123046,446,225.82
36472,447,461.66
90915,447,217.83
98676,447,163.71
101715,447,159.22
135462,447,126.53
66151,449,357.4
122960,449,36.41
46615,450,255.97
103844,450,33.7
38177,451,400.95
51525,451,187.95
40293,452,83.99
172503,452,188.62
79429,453,367.49
118952,453,439.39
193316,455,231.21
26686,456,480.14
18499,458,451.27
88782,459,231.73
137412,459,188.66
59660,460,387.09
89638,460,494.72
111902,460,441.56
9530,461,240.06
22112,461,29.89
42225,461,276.69
69614,461,151.72
88867,461,249.96
69275,462,204.64
180146,462,31.61
198253,462,200.72
39217,463,34.24
146045,463,238.38
21768,464,145.38
53722,464,204.62
39191,465,348.81
91106,465,274.18
32343,466,286.49
81828,466,72.14
77711,468,446.73
175453,468,455.33
191086,468,36.74
22926,470,23.28
23907,470,428.93
47849,470,353.77
68965,470,237.78
90938,470,268.0
113354,470,372.05
160342,470,108.45
40650,471,69.89
123349,471,109.95
53182,472,251.9
89542,472,387.91
175091,472,16.51
75996,473,226.8
38072,474,315.18
41883,474,215.22
79700,474,163.99
161562,475,192.67
50056,476,93.38
196168,476,316.05
37496,477,17.31
104510,477,303.82
174380,477,81.27
66049,478,236.53
114742,478,303.96
121481,478,366.38
125416,478,343.4
64643,479,224.3
131965,479,75.88
9338,481,56.83
35210,481,311.11
93988,482,184.63
70657,483,350.95
86761,483,186.78
8803,484,354.85
145169,484,257.88
189543,485,430.75
118059,486,492.45
160113,489,107.65
77738,490,241.5
82813,490,64.0
140551,490,286.26
143359,490,193.42
143530,490,128.39
151524,490,495.85
97147,491,341.67
84258,492,382.14
159173,492,448.13
6872,493,37.41
73251,493,313.18
78712,493,43.37
125581,493,298.3
22311,495,279.55
189831,495,314.48
19858,496,50.67
75407,496,454.49
87139,497,447.61
106446,497,326.16
153176,497,417.15
46336,498,278.27
81413,498,460.05
176277,499,391.65
179296,500,424.89
30697,501,64.53
43638,501,444.69
66551,501,99.02
102785,502,204.45
113802,502,171.9
150298,502,62.08
14895,503,344.17
125436,503,338.32
29356,504,350.08
87259,504,59.6
119156,504,391.07
60724,505,27.08
57258,506,140.3
85650,506,77.86
148403,507,252.61
165243,507,401.62
108758,508,15.34
77687,509,121.98
149144,509,137.42
190998,509,399.42
46432,510,385.59
89370,511,155.19
137856,511,271.5
130350,512,192.63
8415,513,35.77
61994,513,267.57
73986,513,315.9
125270,513,334.92
111281,514,200.77
122448,514,127.52
159199,514,380.65
165523,514,354.44
117670,515,223.94
115887,517,406.21
185644,517,172.4
187421,517,29.01
206,518,296.88
197662,518,195.74
29798,519,98.27
67178,519,5.1
180195,519,213.31
187360,519,9.73
5541,520,368.01
56490,520,395.01
46740,521,73.16
71842,521,45.5
127570,521,136.41
50463,522,268.78
90133,522,253.69
120733,522,175.12
99577,523,99.41
107616,523,313.51
139869,523,42.79
175509,523,466.42
23724,524,241.82
24940,524,382.9
173172,524,426.58
34531,525,326.18
10193,527,344.55
145407,528,470.91
19436,530,42.25
31954,531,255.1
65073,531,170.8
4767,532,176.92
24124,532,298.75
73220,534,76.49
57953,535,256.24
77621,535,154.66
153374,535,143.82
186804,535,346.82
67277,536,481.98
139973,536,5.57
156957,536,140.03
169807,536,344.73
39825,537,496.79
103950,537,305.62
11477,538,59.57
20016,538,7.68
186900,538,393.42
71875,539,265.46
187397,539,249.7
102656,540,230.48
53429,541,333.11
94931,542,137.44
149366,542,416.32
159116,542,362.5
41457,543,16.07
138570,543,217.33
140332,543,72.64
177748,543,349.86
168013,544,398.15
78053,545,387.09
163993,545,192.32
32643,547,362.1
62436,547,309.05
127051,547,45.47
175025,547,243.97
75305,548,294.9
92469,548,390.66
109866,548,244.11
123154,548,54.44
48774,549,147.12
82790,550,308.38
100508,550,333.28
158806,550,133.05
12588,551,94.97
16838,551,418.75
69757,551,106.73
118251,551,295.84
56542,552,46.79
173144,552,49.8
97960,553,233.38
186127,553,354.69
43639,554,375.54
111146,555,264.84
114103,555,473.76
181447,555,149.3
75780,556,203.41
198096,556,223.62
17305,557,386.94
79515,557,281.77
127407,558,72.49
144284,558,47.41
60597,559,156.19
195533,560,95.98
22170,561,260.38
75857,561,149.83
188493,561,67.1
72705,562,376.32
112609,562,284.28
26718,563,223.73
198621,564,306.56
2323,565,32.75
69527,565,261.87
118860,565,11.74
12892,566,202.98
87652,566,6.81
113706,566,98.27
34942,567,106.05
194078,567,211.75
153716,569,18.29
174613,569,467.23
182842,569,88.1
17434,570,317.22
80631,570,241.73
154960,570,454.07
152549,571,440.83
89431,572,123.11
102957,572,498.54
163018,574,97.38
120690,575,84.2
6877,576,494.7
45260,576,135.68
54009,576,481.31
74801,576,152.47
98307,577,59.17
98483,577,418.11
149728,577,292.25
160298,577,37.66
14213,578,190.33
101059,578,32.36
37825,579,215.85
69367,579,186.23
136534,579,374.38
86110,580,27.48
26520,582,190.32
59682,582,279.91
152263,582,240.2
66038,584,335.09
171641,584,112.11
121379,585,217.1
156011,585,384.46
156824,585,48.25
8117,586,385.77
81119,586,188.14
35012,587,413.2
182748,587,287.51
198228,587,422.52
81548,588,281.74
63522,589,216.04
117655,589,446.26
126163,590,329.57
135438,590,478.2
157891,590,462.69
11516,591,322.79
196180,591,454.28
115486,592,168.96
143860,593,275.05
186149,593,47.52
186387,593,405.42
187154,593,257.79
63580,594,486.48
135870,594,254.07
128413,595,363.15
135152,595,194.46
165062,595,410.32
13695,596,17.21
95190,596,178.97
115183,596,148.61
117244,596,225.47
22356,597,256.79
62739,597,93.79
67447,597,372.05
115670,597,473.93
43487,598,449.07
94830,598,185.2
167871,598,432.49
105384,599,210.27
120100,600,279.12
150282,600,436.44
186590,600,407.42
8395,601,131.75
13021,601,157.43
20623,601,225.49
130384,601,144.49
162164,601,243.21
174555,602,124.25
69131,603,289.84
53078,605,250.79
71131,605,411.29
83332,607,383.4
156531,608,332.46
87612,609,257.53
129496,609,369.61
30175,611,428.74
37809,611,421.56
74218,611,145.2
79190,611,7.5
35311,612,93.12
62373,612,33.42
150483,612,227.51
20744,613,148.47
98151,613,293.76
127834,613,18.51
129977,613,117.04
60235,614,379.04
199152,614,30.74
49641,615,348.23
52748,615,464.81
99801,616,474.76
141692,617,104.54
185399,617,98.17
186308,617,114.09
196502,617,86.21
12712,619,57.32
56012,619,481.5
136094,619,441.13
170682,621,428.44
10489,622,414.37
67567,622,264.56
43161,623,46.94
102693,624,381.49
113386,624,225.51
123668,624,377.01
137921,624,402.3
147329,624,178.36
32814,625,441.5
78376,626,17.91
19113,627,495.98
133882,627,219.95
170452,627,415.6
197630,627,415.32
11321,628,404.56
25952,628,86.55
75024,628,134.6
127028,628,14.88
85796,629,318.12
185776,629,84.75
78805,630,10.08
79939,630,392.79
34702,631,44.58
35523,631,410.48
60894,631,373.01
67779,631,207.47
73285,631,138.77
144080,631,57.28
46223,632,28.84
120406,632,247.75
171051,632,289.13
177529,633,191.66
182834,633,93.28
32262,634,418.93
187325,635,112.64
128146,636,454.36
113098,637,184.54
14916,638,382.16
70828,638,315.46
90672,638,459.18
25134,640,121.58
77689,640,471.01
151339,640,67.78
154775,641,448.62
11636,642,339.7
130733,642,216.0
112123,643,207.64
172084,644,460.59
186832,645,274.05
2910,646,162.78
112603,646,388.16
44009,647,87.1
80989,647,324.68
10654,648,78.36
75601,648,377.15
116575,649,449.42
156295,649,50.88
9301,650,482.93
49393,650,379.45
106497,650,362.17
131659,650,176.16
175584,650,384.27
1233,651,257.91
21320,651,448.39
35765,651,340.94
68168,651,373.49
183129,651,224.18
12521,652,389.3
50632,652,391.82
113250,652,27.02
198930,652,58.77
29167,653,154.27
183002,653,152.87
35388,654,235.83
119976,654,387.61
115529,655,426.94
50518,658,136.7
186716,659,406.8
108801,660,478.03
135306,660,185.75
12273,661,13.44
44891,661,300.96
46535,661,356.96
123532,662,79.36
155396,662,385.79
171077,662,121.11
40888,663,269.15
64661,663,387.11
143317,663,120.46
70480,664,374.28
158598,664,360.77
42434,665,236.07
78620,665,262.67
190908,665,439.5
39053,666,310.32
10385,667,77.07
48822,667,442.21
3427,670,499.35
79640,670,313.59
150516,670,64.55
34182,671,150.3
145251,671,497.34
514,672,14.99
9230,672,91.17
51496,672,240.22
145745,672,420.14
158162,673,450.64
55011,674,261.33
137953,674,494.45
45142,675,41.58
131441,675,232.66
66548,676,349.0
173564,677,322.43
53779,678,426.68
67114,678,45.48
73011,679,180.69
85425,679,421.91
185228,679,81.3
5714,683,498.77
40083,683,440.84
152086,683,231.84
190235,683,335.51
112127,684,346.14
21177,685,127.95
156274,685,236.74
121759,686,492.55
112420,687,134.98
133374,687,267.58
166331,687,463.08
25734,688,37.34
88831,688,115.68
2973,689,180.05
59489,689,367.84
102691,689,189.15
155090,689,208.34
183300,689,434.56
120518,690,172.14
147423,690,334.81
6974,692,412.24
50253,692,252.07
72433,692,173.81
158846,692,398.84
85415,693,133.39
133056,693,159.79
182413,695,175.74
26384,696,288.68
72315,696,72.29
148460,696,292.75
39841,697,27.88
122459,697,49.75
175151,697,375.39
13419,698,84.66
92396,698,115.46
133325,698,328.23
849,700,74.86
9024,700,484.38
22324,700,110.8
41041,700,234.89
40652,701,17.06
47957,701,269.56
114677,701,414.64
58293,702,160.0
175943,702,81.55
63939,703,461.28
70084,704,109.27
97738,704,340.33
108529,704,147.6
126867,704,57.65
167404,704,141.55
102829,706,343.5
102484,707,397.39
135331,707,430.87
38531,708,162.56
62540,708,14.5
115126,709,379.79
175749,709,261.32
191949,709,479.68
113989,711,257.34
122338,712,82.72
134297,712,216.2
28872,714,423.63
96580,714,167.3
131994,714,121.93
135398,714,351.2
93835,715,190.59
143902,715,82.36
164318,715,143.72
32314,716,317.5
165219,716,109.05
99856,717,209.96
125224,717,208.09
109450,718,44.24
150554,718,297.48
182547,718,99.25
57204,719,144.45
101129,719,110.4
105702,719,426.62
161597,719,87.9
170408,719,136.28
51638,720,357.02
132114,720,490.8
181714,721,84.18
94660,722,380.16
140229,722,21.2
47367,723,128.41
182255,723,206.22
24106,724,210.06
190740,724,130.35
69755,725,215.31
168895,726,251.07
16983,727,376.99
138647,727,331.85
12898,728,328.74
94604,728,278.74
20047,729,269.05
107067,729,419.9
113530,729,177.3
17661,730,365.07
29970,730,402.39
60742,730,118.78
88952,730,397.1
123159,732,335.86
2400,733,249.3
41465,734,418.06
47995,734,397.22
58330,734,220.11
122628,735,45.97
133939,735,29.27
73363,736,489.44
99953,736,481.47
119043,737,302.54
154486,737,458.56
173530,737,169.12
175340,737,448.8
124170,738,265.46
131247,738,371.15
132154,738,325.44
38408,739,195.4
7023,740,487.79
58552,740,156.21
107399,740,406.84
115230,740,229.27
130229,740,445.25
21582,741,107.46
105835,741,46.17
22875,744,281.29
148392,746,313.85
198642,746,144.02
61412,747,183.21
126410,748,356.77
14481,749,117.81
31053,749,483.56
81909,749,331.32
177035,749,349.29
30916,752,311.38
87876,752,441.28
176943,752,202.55
50680,753,498.49
123734,753,217.95
158902,755,36.41
46624,756,377.14
18368,757,69.48
55435,757,25.18
110844,757,390.16
151228,757,476.2
195050,757,488.46
46465,758,133.58
77058,758,120.62
135962,758,482.82
151751,759,125.48
195292,759,66.57
120420,761,203.54
82250,762,421.45
96753,762,382.16
125977,762,193.42
24322,763,97.02
25861,763,446.39
91891,763,468.76
119364,764,282.05
166492,764,196.57
185482,765,54.16
42102,766,10.82
55713,766,183.91
148234,767,439.36
174856,767,116.34
181229,767,34.73
30702,768,230.19
166286,772,19.31
168998,772,235.72
179864,772,444.29
98466,773,42.92
167428,773,64.71
182057,773,50.03
192135,773,123.76
6782,774,163.55
34445,774,165.31
144494,774,121.18
155652,774,462.09
159495,774,153.36
177713,776,285.09
64375,777,256.34
117623,777,140.89
128049,777,22.19
131600,777,388.75
146118,777,18.39
99852,778,323.86
88072,779,459.16
149300,779,478.1
183897,779,334.73
16844,780,426.77
121465,780,206.65
164193,780,247.36
191467,780,178.99
192960,781,5.14
165768,782,317.75
156780,783,457.22
93816,784,286.91
95505,784,47.75
128817,785,448.69
279,786,196.35
79693,786,134.4
120826,786,82.19
190343,786,488.94
6087,787,314.11
132063,787,328.08
173415,787,205.28
11171,788,212.74
62461,788,233.75
195753,788,70.2
8474,789,265.81
76777,789,359.94
183435,789,198.0
12453,790,63.89
163056,790,483.08
100854,791,465.02
22221,792,46.65
145179,792,346.84
175641,793,9.03
185528,793,35.75
109349,795,20.27
128225,795,462.81
110643,796,19.12
161439,798,405.84
11536,799,273.98
100217,799,107.43
9041,800,193.62
158212,800,413.79
144041,801,406.26
35358,802,39.31
102929,802,396.73
159299,803,413.95
198834,803,118.42
120296,804,19.21
149478,804,291.61
173710,804,21.45
100498,805,427.98
49339,806,311.27
87916,806,348.1
108601,807,216.37
96734,808,18.31
