transaction_id,user_id,amount,name,signup_date
9590,117,442.01,User_117,2020-01-06
11083,117,124.06,User_117,2020-01-06
66709,118,284.46,User_118,2020-01-07
23056,119,488.22,User_119,2020-01-08
50481,119,466.67,User_119,2020-01-08
53765,119,203.3,User_119,2020-01-08
77362,119,128.86,User_119,2020-01-08
121401,119,15.14,User_119,2020-01-08
198358,119,403.89,User_119,2020-01-08
45339,120,46.9,User_120,2020-01-09
172058,120,137.05,User_120,2020-01-09
45854,121,382.95,User_121,2020-01-10
151269,121,499.85,User_121,2020-01-10
4036,122,209.48,User_122,2020-01-11
121151,122,180.18,User_122,2020-01-11
142467,124,185.33,User_124,2020-01-13
11533,125,77.5,User_125,2020-01-14
127142,125,285.58,User_125,2020-01-14
8710,126,497.39,User_126,2020-01-15
25799,126,12.32,User_126,2020-01-15
40075,126,82.12,User_126,2020-01-15
21154,127,374.3,User_127,2020-01-16
157150,127,193.22,User_127,2020-01-16
199409,127,252.11,User_127,2020-01-16
9709,128,16.9,User_128,2020-01-17
26121,128,226.43,User_128,2020-01-17
56379,128,11.76,User_128,2020-01-17
45273,129,60.03,User_129,2020-01-18
83068,129,146.99,User_129,2020-01-18
191231,129,358.23,User_129,2020-01-18
57975,130,408.81,User_130,2020-01-19
81261,131,113.6,User_131,2020-01-20
21111,132,372.73,User_132,2020-01-21
94671,132,298.09,User_132,2020-01-21
122107,132,331.68,User_132,2020-01-21
118710,133,67.28,User_133,2020-01-22
198264,133,46.42,User_133,2020-01-22
198571,133,173.07,User_133,2020-01-22
145678,134,448.62,User_134,2020-01-23
160892,135,377.3,User_135,2020-01-24
125773,136,470.62,User_136,2020-01-25
121393,137,59.02,User_137,2020-01-26
187246,137,291.36,User_137,2020-01-26
194996,137,469.78,User_137,2020-01-26
6011,138,187.86,User_138,2020-01-27
125464,138,120.66,User_138,2020-01-27
16147,139,185.99,User_139,2020-01-28
95457,141,459.05,User_141,2020-01-02
45518,142,212.75,User_142,2020-01-03
45806,143,480.2,User_143,2020-01-04
87588,143,467.52,User_143,2020-01-04
197306,143,202.59,User_143,2020-01-04
35520,146,183.21,User_146,2020-01-07
165631,146,159.05,User_146,2020-01-07
182563,146,54.39,User_146,2020-01-07
41714,148,205.83,User_148,2020-01-09
126380,148,127.78,User_148,2020-01-09
150937,148,326.08,User_148,2020-01-09
175449,148,111.05,User_148,2020-01-09
88610,149,416.18,User_149,2020-01-10
71443,150,244.52,User_150,2020-01-11
131341,150,463.44,User_150,2020-01-11
167098,150,485.81,User_150,2020-01-11
2372,151,98.76,User_151,2020-01-12
138113,151,110.33,User_151,2020-01-12
74612,152,97.88,User_152,2020-01-13
97210,153,203.87,User_153,2020-01-14
127749,153,430.56,User_153,2020-01-14
70897,154,306.26,User_154,2020-01-15
19477,157,196.88,User_157,2020-01-18
21277,157,251.46,User_157,2020-01-18
50506,157,196.52,User_157,2020-01-18
130236,158,415.32,User_158,2020-01-19
24392,159,440.17,User_159,2020-01-20
188017,162,117.39,User_162,2020-01-23
39849,163,420.03,User_163,2020-01-24
44435,163,360.29,User_163,2020-01-24
121996,163,369.23,User_163,2020-01-24
32283,164,178.75,User_164,2020-01-25
149206,164,470.47,User_164,2020-01-25
174515,164,281.61,User_164,2020-01-25
177144,165,239.75,User_165,2020-01-26
107555,166,178.59,User_166,2020-01-27
111924,166,271.83,User_166,2020-01-27
6077,167,270.52,User_167,2020-01-28
77295,167,485.25,User_167,2020-01-28
186925,167,472.4,User_167,2020-01-28
36722,169,498.26,User_169,2020-01-02
28305,170,166.86,User_170,2020-01-03
91938,170,387.17,User_170,2020-01-03
132695,170,456.72,User_170,2020-01-03
24293,171,465.54,User_171,2020-01-04
70985,171,210.07,User_171,2020-01-04
149639,171,129.45,User_171,2020-01-04
20986,172,171.62,User_172,2020-01-05
31121,172,361.31,User_172,2020-01-05
56689,172,18.02,User_172,2020-01-05
75826,172,98.96,User_172,2020-01-05
13155,173,85.87,User_173,2020-01-06
103244,173,189.73,User_173,2020-01-06
157690,174,42.9,User_174,2020-01-07
161019,174,7.57,User_174,2020-01-07
98464,175,381.83,User_175,2020-01-08
169802,175,224.48,User_175,2020-01-08
57472,176,162.14,User_176,2020-01-09
81238,176,97.45,User_176,2020-01-09
13793,177,283.57,User_177,2020-01-10
185288,177,35.59,User_177,2020-01-10
80729,179,112.11,User_179,2020-01-12
112368,179,172.11,User_179,2020-01-12
133555,179,58.14,User_179,2020-01-12
123991,180,468.16,User_180,2020-01-13
33557,181,273.67,User_181,2020-01-14
107951,181,496.29,User_181,2020-01-14
116609,182,264.73,User_182,2020-01-15
122198,182,73.16,User_182,2020-01-15
29604,183,203.46,User_183,2020-01-16
139161,183,164.78,User_183,2020-01-16
158081,184,411.19,User_184,2020-01-17
191573,184,204.4,User_184,2020-01-17
133840,185,382.52,User_185,2020-01-18
182203,185,208.41,User_185,2020-01-18
40750,187,53.67,User_187,2020-01-20
47180,188,140.64,User_188,2020-01-21
27686,189,304.0,User_189,2020-01-22
41198,189,127.06,User_189,2020-01-22
93442,190,418.63,User_190,2020-01-23
106848,190,437.14,User_190,2020-01-23
129663,190,95.72,User_190,2020-01-23
80083,191,174.11,User_191,2020-01-24
149154,192,219.72,User_192,2020-01-25
27574,193,412.46,User_193,2020-01-26
64525,193,462.77,User_193,2020-01-26
120883,193,276.13,User_193,2020-01-26
154635,193,362.75,User_193,2020-01-26
72964,194,277.3,User_194,2020-01-27
329,195,495.46,User_195,2020-01-28
112793,195,469.24,User_195,2020-01-28
118274,195,243.16,User_195,2020-01-28
149064,195,228.21,User_195,2020-01-28
151208,195,439.82,User_195,2020-01-28
195833,195,413.95,User_195,2020-01-28
44724,196,361.73,User_196,2020-01-01
75356,196,471.69,User_196,2020-01-01
94503,196,119.51,User_196,2020-01-01
185377,196,335.98,User_196,2020-01-01
104438,197,289.52,User_197,2020-01-02
124371,197,120.27,User_197,2020-01-02
176936,197,166.13,User_197,2020-01-02
48007,198,76.25,User_198,2020-01-03
81375,198,81.97,User_198,2020-01-03
173491,199,340.83,User_199,2020-01-04
6508,200,296.87,User_200,2020-01-05
196086,200,17.39,User_200,2020-01-05
52918,201,106.62,User_201,2020-01-06
98889,202,230.62,User_202,2020-01-07
155888,202,146.1,User_202,2020-01-07
50153,203,189.03,User_203,2020-01-08
112041,203,323.85,User_203,2020-01-08
182194,203,439.31,User_203,2020-01-08
32693,204,6.51,User_204,2020-01-09
57449,204,434.16,User_204,2020-01-09
140714,206,440.75,User_206,2020-01-11
143219,207,389.69,User_207,2020-01-12
191060,207,143.4,User_207,2020-01-12
22178,208,394.6,User_208,2020-01-13
195274,208,203.76,User_208,2020-01-13
189227,209,116.39,User_209,2020-01-14
158764,211,52.38,User_211,2020-01-16
175640,211,424.48,User_211,2020-01-16
47238,212,452.08,User_212,2020-01-17
165681,212,371.25,User_212,2020-01-17
59256,213,481.34,User_213,2020-01-18
115235,213,108.52,User_213,2020-01-18
80871,214,195.83,User_214,2020-01-19
103332,214,92.98,User_214,2020-01-19
157061,214,74.2,User_214,2020-01-19
108394,215,308.16,User_215,2020-01-20
172055,215,303.64,User_215,2020-01-20
31572,216,128.19,User_216,2020-01-21
72221,216,412.06,User_216,2020-01-21
95508,216,384.67,User_216,2020-01-21
127529,216,206.07,User_216,2020-01-21
158522,216,196.51,User_216,2020-01-21
96647,217,450.0,User_217,2020-01-22
30158,218,201.86,User_218,2020-01-23
106256,218,340.23,User_218,2020-01-23
121581,221,219.28,User_221,2020-01-26
83300,222,478.65,User_222,2020-01-27
188933,223,115.78,User_223,2020-01-28
129303,224,136.64,User_224,2020-01-01
146305,224,170.57,User_224,2020-01-01
10140,225,8.6,User_225,2020-01-02
89623,225,347.08,User_225,2020-01-02
94804,225,377.84,User_225,2020-01-02
108988,225,211.54,User_225,2020-01-02
110839,225,329.7,User_225,2020-01-02
52720,226,499.56,User_226,2020-01-03
100559,226,480.97,User_226,2020-01-03
188319,226,52.87,User_226,2020-01-03
157236,227,126.11,User_227,2020-01-04
168754,227,343.55,User_227,2020-01-04
19859,228,129.8,User_228,2020-01-05
16725,229,442.1,User_229,2020-01-06
65185,229,194.22,User_229,2020-01-06
71705,229,148.07,User_229,2020-01-06
194816,229,483.11,User_229,2020-01-06
31194,230,82.33,User_230,2020-01-07
102025,230,231.72,User_230,2020-01-07
80536,231,195.58,User_231,2020-01-08
135026,231,49.13,User_231,2020-01-08
163667,231,76.82,User_231,2020-01-08
1138,233,134.69,User_233,2020-01-10
44977,233,55.74,User_233,2020-01-10
60618,234,295.26,User_234,2020-01-11
129387,234,331.1,User_234,2020-01-11
9458,235,104.65,User_235,2020-01-12
29387,235,215.67,User_235,2020-01-12
68433,235,330.66,User_235,2020-01-12
147319,236,8.94,User_236,2020-01-13
20245,237,213.41,User_237,2020-01-14
125127,237,224.11,User_237,2020-01-14
31695,238,487.27,User_238,2020-01-15
106026,238,302.94,User_238,2020-01-15
144027,239,73.17,User_239,2020-01-16
152038,239,19.01,User_239,2020-01-16
189088,240,94.12,User_240,2020-01-17
179528,241,420.86,User_241,2020-01-18
1702,242,121.54,User_242,2020-01-19
67540,242,76.3,User_242,2020-01-19
110083,242,293.65,User_242,2020-01-19
179559,242,28.02,User_242,2020-01-19
58140,244,170.58,User_244,2020-01-21
12210,245,404.76,User_245,2020-01-22
106807,245,68.73,User_245,2020-01-22
22587,246,161.28,User_246,2020-01-23
63952,247,153.05,User_247,2020-01-24
143645,247,303.26,User_247,2020-01-24
168325,247,210.12,User_247,2020-01-24
192117,247,220.86,User_247,2020-01-24
198561,247,104.67,User_247,2020-01-24
147297,248,118.34,User_248,2020-01-25
30582,249,104.86,User_249,2020-01-26
153876,250,122.59,User_250,2020-01-27
179970,250,482.08,User_250,2020-01-27
153075,251,451.49,User_251,2020-01-28
159150,251,387.93,User_251,2020-01-28
59254,252,306.67,User_252,2020-01-01
191042,253,423.58,User_253,2020-01-02
133132,254,102.01,User_254,2020-01-03
105959,256,398.15,User_256,2020-01-05
124332,256,277.4,User_256,2020-01-05
146667,256,432.32,User_256,2020-01-05
36550,257,144.86,User_257,2020-01-06
135194,257,144.81,User_257,2020-01-06
72359,258,149.37,User_258,2020-01-07
72372,258,414.51,User_258,2020-01-07
176215,258,220.98,User_258,2020-01-07
163860,260,465.36,User_260,2020-01-09
139018,261,41.73,User_261,2020-01-10
154537,261,6.55,User_261,2020-01-10
50256,262,236.61,User_262,2020-01-11
108297,262,219.61,User_262,2020-01-11
6180,263,304.66,User_263,2020-01-12
32951,263,301.66,User_263,2020-01-12
131419,263,167.64,User_263,2020-01-12
149683,263,411.13,User_263,2020-01-12
158642,263,74.87,User_263,2020-01-12
23420,264,153.32,User_264,2020-01-13
90607,264,73.23,User_264,2020-01-13
116599,265,176.6,User_265,2020-01-14
94937,266,123.57,User_266,2020-01-15
126229,266,119.15,User_266,2020-01-15
52434,267,157.62,User_267,2020-01-16
63555,267,198.14,User_267,2020-01-16
82566,267,56.65,User_267,2020-01-16
145421,267,18.4,User_267,2020-01-16
36919,268,411.64,User_268,2020-01-17
89601,269,343.23,User_269,2020-01-18
137721,269,147.41,User_269,2020-01-18
85212,270,306.75,User_270,2020-01-19
72375,271,28.94,User_271,2020-01-20
124655,271,23.52,User_271,2020-01-20
32297,272,198.87,User_272,2020-01-21
30565,273,211.48,User_273,2020-01-22
70425,273,230.41,User_273,2020-01-22
155334,273,488.81,User_273,2020-01-22
175626,273,324.02,User_273,2020-01-22
147773,274,303.88,User_274,2020-01-23
18967,276,202.59,User_276,2020-01-25
29483,276,56.1,User_276,2020-01-25
125504,276,302.7,User_276,2020-01-25
183118,276,353.46,User_276,2020-01-25
94483,277,260.75,User_277,2020-01-26
155111,277,396.97,User_277,2020-01-26
81329,279,68.74,User_279,2020-01-28
132770,279,92.52,User_279,2020-01-28
149400,279,317.06,User_279,2020-01-28
190693,279,5.94,User_279,2020-01-28
169256,280,142.95,User_280,2020-01-01
121686,281,340.55,User_281,2020-01-02
127152,281,257.89,User_281,2020-01-02
145539,281,141.59,User_281,2020-01-02
93030,282,208.02,User_282,2020-01-03
148172,283,424.5,User_283,2020-01-04
64676,284,385.84,User_284,2020-01-05
104437,284,173.32,User_284,2020-01-05
128645,284,376.73,User_284,2020-01-05
143304,284,155.23,User_284,2020-01-05
23308,285,215.23,User_285,2020-01-06
94629,285,135.05,User_285,2020-01-06
162222,288,312.23,User_288,2020-01-09
18340,289,21.4,User_289,2020-01-10
172012,289,285.12,User_289,2020-01-10
53768,290,308.52,User_290,2020-01-11
18636,291,121.9,User_291,2020-01-12
24368,291,61.6,User_291,2020-01-12
32891,291,366.64,User_291,2020-01-12
14011,292,107.15,User_292,2020-01-13
99642,293,186.91,User_293,2020-01-14
169798,293,329.78,User_293,2020-01-14
23099,294,117.3,User_294,2020-01-15
76124,295,187.41,User_295,2020-01-16
162260,295,181.64,User_295,2020-01-16
38451,296,263.88,User_296,2020-01-17
98940,296,164.83,User_296,2020-01-17
43561,297,344.32,User_297,2020-01-18
193358,297,246.32,User_297,2020-01-18
121954,298,487.68,User_298,2020-01-19
134388,299,387.65,User_299,2020-01-20
139654,299,369.09,User_299,2020-01-20
163210,299,126.57,User_299,2020-01-20
23338,300,228.48,User_300,2020-01-21
120749,300,215.99,User_300,2020-01-21
11355,301,309.72,User_301,2020-01-22
188383,302,304.05,User_302,2020-01-23
84405,303,297.37,User_303,2020-01-24
135367,304,93.75,User_304,2020-01-25
169092,304,388.35,User_304,2020-01-25
32716,305,414.56,User_305,2020-01-26
43920,305,405.64,User_305,2020-01-26
71090,307,287.5,User_307,2020-01-28
93527,307,370.15,User_307,2020-01-28
140319,307,351.11,User_307,2020-01-28
79176,308,210.94,User_308,2020-01-01
134647,308,384.52,User_308,2020-01-01
15831,309,243.6,User_309,2020-01-02
83230,309,40.4,User_309,2020-01-02
26582,310,138.94,User_310,2020-01-03
37789,310,155.58,User_310,2020-01-03
84682,310,274.24,User_310,2020-01-03
114018,310,164.59,User_310,2020-01-03
149057,310,282.89,User_310,2020-01-03
166906,310,213.74,User_310,2020-01-03
97927,311,414.76,User_311,2020-01-04
66498,312,353.86,User_312,2020-01-05
135383,312,339.24,User_312,2020-01-05
138890,312,33.69,User_312,2020-01-05
165643,312,39.26,User_312,2020-01-05
29323,315,25.63,User_315,2020-01-08
75647,315,273.43,User_315,2020-01-08
1528,316,52.0,User_316,2020-01-09
6434,316,482.08,User_316,2020-01-09
35132,316,66.92,User_316,2020-01-09
162138,316,79.41,User_316,2020-01-09
15174,317,83.36,User_317,2020-01-10
31763,318,437.2,User_318,2020-01-11
41832,318,35.46,User_318,2020-01-11
77769,318,467.46,User_318,2020-01-11
97392,318,288.58,User_318,2020-01-11
97590,318,414.81,User_318,2020-01-11
131586,318,404.9,User_318,2020-01-11
50529,319,445.35,User_319,2020-01-12
145086,319,107.94,User_319,2020-01-12
52095,320,250.77,User_320,2020-01-13
188475,320,78.56,User_320,2020-01-13
87823,321,239.36,User_321,2020-01-14
146383,321,52.17,User_321,2020-01-14
158798,321,490.29,User_321,2020-01-14
165825,321,139.65,User_321,2020-01-14
142877,322,40.01,User_322,2020-01-15
154731,322,139.0,User_322,2020-01-15
182658,322,359.73,User_322,2020-01-15
16970,323,433.07,User_323,2020-01-16
23933,323,92.59,User_323,2020-01-16
115633,324,446.84,User_324,2020-01-17
153524,324,143.63,User_324,2020-01-17
154444,324,74.8,User_324,2020-01-17
152234,325,356.7,User_325,2020-01-18
12932,326,296.54,User_326,2020-01-19
21283,326,33.19,User_326,2020-01-19
44278,326,194.24,User_326,2020-01-19
118615,326,319.51,User_326,2020-01-19
118982,326,464.13,User_326,2020-01-19
128022,326,451.92,User_326,2020-01-19
186783,327,34.53,User_327,2020-01-20
151859,328,443.54,User_328,2020-01-21
166442,328,131.3,User_328,2020-01-21
154048,331,429.7,User_331,2020-01-24
166718,331,363.11,User_331,2020-01-24
5170,332,211.12,User_332,2020-01-25
173722,332,157.27,User_332,2020-01-25
90587,333,431.87,User_333,2020-01-26
116769,334,378.54,User_334,2020-01-27
23311,335,65.84,User_335,2020-01-28
58572,335,173.71,User_335,2020-01-28
148382,335,274.7,User_335,2020-01-28
151043,335,387.78,User_335,2020-01-28
115559,336,37.39,User_336,2020-01-01
154180,336,259.17,User_336,2020-01-01
88954,337,151.64,User_337,2020-01-02
196102,337,489.49,User_337,2020-01-02
39684,338,21.57,User_338,2020-01-03
62714,339,341.55,User_339,2020-01-04
21786,340,33.84,User_340,2020-01-05
44369,340,79.95,User_340,2020-01-05
136645,340,226.9,User_340,2020-01-05
176627,342,300.79,User_342,2020-01-07
125635,343,175.36,User_343,2020-01-08
132678,343,286.04,User_343,2020-01-08
199833,344,383.44,User_344,2020-01-09
129615,345,139.49,User_345,2020-01-10
195207,345,279.85,User_345,2020-01-10
28254,346,497.25,User_346,2020-01-11
174839,346,227.28,User_346,2020-01-11
107797,348,90.85,User_348,2020-01-13
179053,348,117.93,User_348,2020-01-13
55890,351,291.68,User_351,2020-01-16
113136,351,210.01,User_351,2020-01-16
128266,351,285.48,User_351,2020-01-16
103960,352,8.83,User_352,2020-01-17
168480,353,390.08,User_353,2020-01-18
73270,354,221.18,User_354,2020-01-19
88362,354,477.84,User_354,2020-01-19
98790,354,455.37,User_354,2020-01-19
19617,355,364.04,User_355,2020-01-20
97951,355,495.55,User_355,2020-01-20
117905,355,492.49,User_355,2020-01-20
53114,357,191.78,User_357,2020-01-22
79716,358,300.36,User_358,2020-01-23
143719,358,339.51,User_358,2020-01-23
168823,358,294.52,User_358,2020-01-23
21756,359,19.18,User_359,2020-01-24
113671,359,447.91,User_359,2020-01-24
22158,360,424.53,User_360,2020-01-25
130754,360,92.01,User_360,2020-01-25
168039,360,387.16,User_360,2020-01-25
199601,360,88.15,User_360,2020-01-25
118544,361,440.89,User_361,2020-01-26
132874,361,344.73,User_361,2020-01-26
42547,363,110.02,User_363,2020-01-28
1354,364,286.67,User_364,2020-01-01
60342,364,159.43,User_364,2020-01-01
160509,364,215.82,User_364,2020-01-01
74840,365,440.36,User_365,2020-01-02
78073,365,273.28,User_365,2020-01-02
49756,366,41.36,User_366,2020-01-03
100912,366,113.38,User_366,2020-01-03
19576,367,15.58,User_367,2020-01-04
62338,367,383.29,User_367,2020-01-04
65259,368,312.62,User_368,2020-01-05
138209,368,40.67,User_368,2020-01-05
172479,368,94.14,User_368,2020-01-05
139594,369,271.56,User_369,2020-01-06
143623,369,391.14,User_369,2020-01-06
190074,369,114.71,User_369,2020-01-06
26470,370,50.3,User_370,2020-01-07
30588,370,399.52,User_370,2020-01-07
126362,370,38.33,User_370,2020-01-07
132224,370,483.23,User_370,2020-01-07
